VenteID;DateVente;ClientID;ProduitID;Quantite
V01501;2024-07-01;C002;P002;3
V01502;2024-06-28;C005;P004;3
V01503;2023-07-21;C004;P003;5
V01504;2022-04-13;C007;P006;1
V01505;2024-03-16;C008;P002;3
V01506;2024-01-08;C009;P008;2
V01507;2024-07-08;C007;P010;2
V01508;2023-11-19;C003;P001;1
V01509;2023-12-23;C002;P005;5
V01510;2022-06-13;C001;P005;1
V01511;2024-01-16;C008;P008;1
V01512;2024-03-24;C009;P001;1
V01513;2022-11-23;C002;P009;2
V01514;2023-02-26;C009;P006;1
V01515;2023-01-10;C008;P007;5
V01516;2022-01-20;C002;P001;3
V01517;2022-03-11;C001;P010;2
V01518;2023-11-14;C010;P005;2
V01519;2023-10-27;C007;P001;1
V01520;2022-08-08;C009;P007;3
V01521;2022-03-29;C006;P008;4
V01522;2024-10-07;C007;P002;5
V01523;2023-09-26;C005;P005;2
V01524;2022-02-26;C003;P009;2
V01525;2022-07-28;C006;P008;3
V01526;2023-04-24;C008;P009;2
V01527;2022-07-24;C001;P004;5
V01528;2022-06-20;C007;P002;3
V01529;2022-07-25;C009;P001;1
V01530;2024-08-05;C001;P004;2
V01531;2024-11-05;C003;P002;2
V01532;2024-03-05;C007;P005;3
V01533;2022-07-14;C010;P006;4
V01534;2022-02-09;C004;P007;2
V01535;2022-10-19;C004;P005;4
V01536;2023-11-04;C002;P006;4
V01537;2023-08-28;C006;P008;1
V01538;2024-06-30;C005;P003;2
V01539;2024-03-07;C003;P003;2
V01540;2022-04-21;C004;P008;1
V01541;2022-12-29;C001;P006;2
V01542;2022-12-11;C007;P008;3
V01543;2022-02-18;C001;P010;2
V01544;2024-04-11;C001;P005;3
V01545;2024-01-30;C003;P001;2
V01546;2023-04-24;C004;P008;2
V01547;2023-10-08;C001;P005;5
V01548;2023-07-03;C003;P001;4
V01549;2022-06-20;C009;P004;4
V01550;2022-12-29;C007;P004;1
V01551;2022-01-02;C006;P008;4
V01552;2022-06-19;C006;P005;4
V01553;2022-10-04;C001;P005;4
V01554;2023-01-09;C006;P010;1
V01555;2024-06-15;C003;P010;3
V01556;2023-10-05;C003;P010;2
V01557;2024-01-02;C005;P009;5
V01558;2022-05-02;C002;P008;2
V01559;2022-01-22;C002;P001;5
V01560;2022-11-20;C005;P010;5
V01561;2024-05-05;C003;P004;4
V01562;2022-04-14;C001;P004;4
V01563;2022-06-11;C007;P010;4
V01564;2023-10-17;C007;P002;4
V01565;2022-08-16;C008;P004;3
V01566;2023-11-22;C001;P007;1
V01567;2023-03-16;C002;P010;5
V01568;2023-01-10;C006;P005;4
V01569;2023-12-12;C002;P002;4
V01570;2023-06-16;C005;P003;2
V01571;2024-06-20;C006;P007;1
V01572;2023-11-27;C010;P005;1
V01573;2022-03-07;C010;P002;4
V01574;2024-06-16;C003;P001;3
V01575;2023-08-02;C001;P007;2
V01576;2022-03-31;C002;P001;3
V01577;2024-10-05;C007;P004;1
V01578;2022-07-24;C007;P003;1
V01579;2024-06-26;C004;P007;2
V01580;2023-01-27;C004;P008;2
V01581;2022-09-22;C009;P006;1
V01582;2024-08-07;C003;P004;3
V01583;2022-04-12;C003;P002;1
V01584;2023-12-26;C003;P009;1
V01585;2024-01-20;C003;P001;5
V01586;2022-02-27;C005;P006;4
V01587;2023-04-18;C001;P008;2
V01588;2022-05-15;C001;P007;3
V01589;2022-04-09;C006;P004;4
V01590;2022-01-20;C004;P002;2
V01591;2024-03-15;C010;P001;3
V01592;2023-08-13;C003;P002;3
V01593;2023-03-19;C003;P001;2
V01594;2023-09-15;C003;P009;4
V01595;2022-01-25;C001;P010;3
V01596;2023-02-21;C006;P007;3
V01597;2022-08-31;C007;P006;1
V01598;2022-01-07;C003;P005;4
V01599;2023-07-23;C001;P007;5
V01600;2023-12-15;C002;P002;5
V01601;2022-09-16;C010;P003;2
V01602;2022-03-06;C001;P006;5
V01603;2023-03-16;C002;P004;2
V01604;2024-05-27;C002;P007;4
V01605;2022-04-04;C004;P001;4
V01606;2024-11-03;C005;P007;2
V01607;2023-08-06;C009;P005;5
V01608;2022-05-12;C005;P001;5
V01609;2022-05-28;C004;P001;3
V01610;2023-09-07;C004;P005;2
V01611;2022-07-12;C010;P008;2
V01612;2023-03-30;C002;P005;5
V01613;2023-11-21;C004;P009;1
V01614;2022-12-23;C004;P007;5
V01615;2024-01-06;C003;P008;2
V01616;2023-12-10;C006;P010;5
V01617;2023-05-14;C003;P005;5
V01618;2024-02-05;C009;P009;2
V01619;2023-11-29;C007;P007;4
V01620;2022-10-28;C002;P010;2
V01621;2022-04-04;C004;P009;2
V01622;2024-01-11;C003;P010;4
V01623;2024-03-05;C004;P005;5
V01624;2022-05-25;C010;P009;4
V01625;2022-03-10;C005;P005;5
V01626;2022-05-02;C006;P009;1
V01627;2024-04-14;C007;P002;4
V01628;2024-09-24;C005;P008;1
V01629;2022-01-27;C006;P001;3
V01630;2022-02-09;C003;P004;2
V01631;2024-03-25;C004;P007;2
V01632;2024-05-27;C005;P002;3
V01633;2022-05-01;C003;P001;4
V01634;2022-05-31;C009;P001;2
V01635;2024-03-03;C007;P008;1
V01636;2024-06-18;C005;P008;5
V01637;2024-09-04;C005;P001;5
V01638;2023-06-23;C010;P002;5
V01639;2022-04-01;C008;P008;3
V01640;2023-05-10;C007;P008;5
V01641;2024-09-07;C001;P004;2
V01642;2024-10-22;C003;P008;1
V01643;2023-07-01;C005;P006;1
V01644;2022-09-14;C010;P010;4
V01645;2023-03-23;C009;P005;5
V01646;2023-02-01;C007;P010;5
V01647;2023-08-15;C007;P004;2
V01648;2023-09-21;C004;P004;1
V01649;2024-02-07;C005;P001;2
V01650;2023-04-06;C003;P008;3
V01651;2022-02-12;C001;P009;2
V01652;2022-01-06;C010;P002;3
V01653;2024-03-15;C006;P002;4
V01654;2024-10-02;C004;P002;1
V01655;2024-07-27;C007;P008;3
V01656;2024-02-12;C008;P002;1
V01657;2022-11-18;C008;P010;4
V01658;2023-11-16;C004;P007;1
V01659;2023-11-03;C005;P001;4
V01660;2022-01-17;C010;P001;4
V01661;2023-03-23;C009;P005;3
V01662;2022-11-26;C006;P010;1
V01663;2023-12-14;C003;P001;5
V01664;2022-01-23;C010;P003;5
V01665;2022-05-30;C008;P002;3
V01666;2024-10-07;C004;P005;5
V01667;2023-03-12;C006;P005;3
V01668;2024-02-17;C007;P005;5
V01669;2023-10-04;C002;P002;5
V01670;2023-06-07;C006;P006;5
V01671;2022-09-24;C003;P006;4
V01672;2024-03-12;C007;P010;2
V01673;2023-01-12;C007;P007;3
V01674;2023-08-09;C006;P008;4
V01675;2022-08-05;C006;P005;4
V01676;2024-07-29;C010;P004;5
V01677;2023-06-06;C002;P004;4
V01678;2023-01-12;C005;P004;4
V01679;2022-05-06;C008;P009;2
V01680;2023-01-18;C007;P005;1
V01681;2022-11-03;C003;P010;2
V01682;2023-03-25;C006;P007;5
V01683;2023-03-30;C004;P006;1
V01684;2023-09-23;C009;P006;3
V01685;2023-11-09;C001;P003;5
V01686;2022-07-15;C010;P004;3
V01687;2022-05-23;C007;P010;1
V01688;2022-02-01;C007;P002;5
V01689;2022-03-07;C005;P008;3
V01690;2022-03-23;C002;P001;5
V01691;2024-05-13;C005;P004;3
V01692;2022-04-06;C008;P004;3
V01693;2023-12-31;C006;P006;3
V01694;2023-05-16;C004;P004;2
V01695;2022-01-12;C004;P001;2
V01696;2024-04-27;C007;P001;3
V01697;2024-11-11;C010;P005;5
V01698;2023-06-03;C006;P010;3
V01699;2023-05-13;C003;P010;3
V01700;2022-01-29;C005;P010;1
V01701;2022-11-07;C008;P003;2
V01702;2022-08-27;C005;P007;2
V01703;2022-07-01;C007;P007;1
V01704;2024-02-26;C007;P006;3
V01705;2024-03-15;C006;P004;5
V01706;2024-06-28;C004;P007;1
V01707;2023-03-27;C006;P002;3
V01708;2022-10-06;C004;P010;3
V01709;2022-01-14;C009;P008;1
V01710;2023-07-31;C010;P008;5
V01711;2023-11-17;C007;P004;4
V01712;2024-07-23;C003;P002;2
V01713;2023-11-16;C010;P008;3
V01714;2024-07-12;C009;P004;1
V01715;2023-10-25;C006;P010;1
V01716;2023-01-17;C004;P005;1
V01717;2022-06-29;C003;P007;5
V01718;2022-12-17;C005;P003;4
V01719;2024-05-17;C004;P005;4
V01720;2023-10-01;C007;P009;3
V01721;2022-12-10;C008;P008;3
V01722;2024-03-20;C010;P003;1
V01723;2022-04-06;C003;P004;2
V01724;2023-04-18;C005;P009;4
V01725;2023-05-08;C002;P006;2
V01726;2024-05-08;C006;P009;4
V01727;2023-01-02;C008;P007;3
V01728;2022-01-18;C002;P006;5
V01729;2022-10-17;C003;P004;1
V01730;2024-07-26;C008;P010;3
V01731;2024-01-28;C007;P003;1
V01732;2023-12-26;C004;P008;3
V01733;2024-12-02;C009;P007;1
V01734;2023-01-18;C004;P009;4
V01735;2022-06-09;C006;P008;2
V01736;2023-06-08;C005;P002;4
V01737;2024-08-04;C004;P005;2
V01738;2024-08-06;C005;P002;2
V01739;2022-02-20;C007;P004;2
V01740;2022-09-16;C009;P005;3
V01741;2022-01-03;C006;P010;2
V01742;2024-06-30;C009;P004;4
V01743;2022-08-23;C007;P002;4
V01744;2022-07-06;C004;P008;5
V01745;2023-12-07;C010;P010;4
V01746;2022-11-28;C001;P007;1
V01747;2023-04-08;C007;P008;2
V01748;2022-01-13;C002;P001;2
V01749;2023-01-06;C007;P007;2
V01750;2023-01-23;C009;P001;5
V01751;2024-06-02;C003;P006;1
V01752;2022-12-11;C005;P006;2
V01753;2022-07-22;C010;P009;5
V01754;2022-12-17;C008;P002;1
V01755;2022-05-19;C010;P008;4
V01756;2023-12-24;C004;P004;1
V01757;2024-12-10;C010;P006;5
V01758;2022-09-12;C010;P008;5
V01759;2024-12-05;C009;P010;5
V01760;2024-09-28;C002;P003;2
V01761;2022-01-09;C007;P002;3
V01762;2024-01-20;C002;P002;3
V01763;2022-07-13;C006;P007;4
V01764;2024-06-07;C004;P003;3
V01765;2022-08-06;C009;P006;2
V01766;2022-08-18;C002;P001;1
V01767;2024-10-27;C002;P007;1
V01768;2024-06-13;C007;P010;2
V01769;2023-03-10;C009;P009;4
V01770;2024-01-31;C004;P010;3
V01771;2023-11-12;C008;P004;5
V01772;2022-06-17;C002;P006;4
V01773;2023-10-03;C001;P005;2
V01774;2024-08-07;C004;P007;4
V01775;2024-08-21;C001;P005;2
V01776;2022-12-09;C008;P007;1
V01777;2022-07-12;C004;P004;1
V01778;2024-02-21;C008;P010;3
V01779;2024-11-24;C003;P009;5
V01780;2022-04-02;C007;P010;2
V01781;2022-04-14;C001;P008;2
V01782;2023-11-27;C008;P001;1
V01783;2023-04-30;C003;P002;1
V01784;2024-09-07;C001;P005;5
V01785;2024-12-31;C002;P006;5
V01786;2023-03-19;C005;P006;4
V01787;2022-05-18;C009;P008;2
V01788;2024-02-08;C010;P001;2
V01789;2022-11-13;C007;P004;1
V01790;2024-11-07;C008;P010;4
V01791;2024-09-09;C009;P004;3
V01792;2022-12-20;C001;P005;5
V01793;2024-11-08;C009;P003;3
V01794;2023-07-20;C003;P008;1
V01795;2023-11-11;C007;P002;1
V01796;2023-09-29;C005;P009;2
V01797;2022-04-20;C010;P007;5
V01798;2022-07-16;C004;P007;1
V01799;2024-11-18;C002;P010;5
V01800;2022-10-10;C003;P003;1
V01801;2022-12-11;C002;P006;2
V01802;2024-09-03;C005;P006;4
V01803;2022-11-29;C007;P003;3
V01804;2022-01-03;C004;P010;5
V01805;2022-04-21;C010;P001;3
V01806;2022-12-30;C005;P006;1
V01807;2023-03-14;C008;P001;1
V01808;2023-08-27;C007;P010;1
V01809;2022-09-19;C003;P003;2
V01810;2023-04-14;C006;P007;1
V01811;2022-10-05;C005;P001;5
V01812;2022-11-15;C003;P001;2
V01813;2022-05-02;C010;P001;3
V01814;2023-06-01;C003;P002;1
V01815;2022-07-01;C007;P002;3
V01816;2023-07-23;C005;P001;1
V01817;2023-07-25;C006;P002;5
V01818;2024-09-24;C007;P006;1
V01819;2023-07-25;C004;P007;4
V01820;2023-03-09;C004;P002;1
V01821;2022-09-27;C010;P007;2
V01822;2024-12-10;C002;P002;5
V01823;2022-08-13;C008;P010;3
V01824;2022-05-16;C003;P008;4
V01825;2024-05-13;C010;P004;1
V01826;2024-01-08;C010;P009;4
V01827;2023-02-06;C005;P005;5
V01828;2022-01-21;C001;P005;4
V01829;2022-09-17;C004;P010;5
V01830;2022-01-27;C007;P009;4
V01831;2022-09-19;C010;P002;2
V01832;2022-03-15;C005;P003;2
V01833;2023-03-02;C009;P002;1
V01834;2022-04-14;C002;P004;3
V01835;2023-07-22;C002;P001;5
V01836;2022-11-02;C003;P001;5
V01837;2023-03-25;C007;P009;5
V01838;2022-09-26;C007;P009;4
V01839;2022-09-25;C005;P003;1
V01840;2024-06-17;C010;P004;2
V01841;2024-10-16;C008;P009;2
V01842;2024-01-06;C002;P005;1
V01843;2022-09-18;C010;P007;3
V01844;2022-07-31;C007;P010;2
V01845;2023-05-15;C008;P010;3
V01846;2024-02-03;C001;P001;4
V01847;2023-02-02;C007;P009;3
V01848;2022-03-26;C009;P007;2
V01849;2022-09-25;C004;P008;2
V01850;2024-10-27;C004;P003;3
V01851;2022-07-11;C006;P004;3
V01852;2024-05-05;C004;P004;2
V01853;2023-11-19;C010;P002;1
V01854;2022-04-07;C002;P001;1
V01855;2024-04-13;C001;P005;4
V01856;2023-06-04;C002;P005;3
V01857;2024-03-21;C007;P009;1
V01858;2023-02-08;C002;P002;1
V01859;2022-01-06;C003;P008;1
V01860;2022-04-28;C006;P008;3
V01861;2023-12-07;C010;P004;4
V01862;2023-04-18;C001;P007;1
V01863;2024-06-20;C002;P006;1
V01864;2024-07-24;C007;P006;1
V01865;2024-07-30;C004;P007;3
V01866;2023-12-30;C010;P002;1
V01867;2024-03-25;C010;P010;2
V01868;2022-07-16;C005;P003;1
V01869;2023-04-05;C010;P003;2
V01870;2022-09-28;C001;P002;3
V01871;2022-05-26;C002;P009;3
V01872;2022-02-16;C004;P009;3
V01873;2022-11-28;C004;P003;4
V01874;2022-07-03;C004;P003;5
V01875;2024-05-01;C005;P001;3
V01876;2022-06-01;C005;P007;2
V01877;2024-08-19;C004;P004;1
V01878;2023-09-04;C008;P002;4
V01879;2024-02-14;C007;P009;2
V01880;2022-03-25;C008;P007;2
V01881;2022-11-22;C004;P005;2
V01882;2024-12-23;C005;P002;5
V01883;2023-03-23;C009;P008;3
V01884;2022-09-02;C002;P007;4
V01885;2022-03-01;C005;P002;4
V01886;2023-06-24;C001;P004;2
V01887;2023-05-23;C010;P001;1
V01888;2023-07-20;C009;P003;4
V01889;2022-05-17;C005;P004;4
V01890;2024-03-03;C002;P007;1
V01891;2024-03-13;C001;P005;5
V01892;2022-11-29;C002;P002;5
V01893;2022-11-05;C007;P007;5
V01894;2022-06-16;C008;P010;5
V01895;2023-02-20;C010;P004;5
V01896;2022-08-31;C004;P007;4
V01897;2024-05-09;C001;P009;5
V01898;2024-09-24;C002;P004;4
V01899;2022-01-29;C005;P006;4
V01900;2024-10-23;C009;P010;4
V01901;2022-04-25;C002;P010;4
V01902;2024-01-22;C002;P002;4
V01903;2024-04-11;C007;P007;3
V01904;2024-01-25;C001;P008;1
V01905;2024-05-05;C005;P007;2
V01906;2024-03-16;C010;P005;5
V01907;2024-08-01;C010;P001;4
V01908;2022-03-25;C002;P004;4
V01909;2024-02-24;C001;P003;1
V01910;2023-04-24;C001;P004;2
V01911;2024-03-17;C005;P010;2
V01912;2022-11-10;C003;P002;5
V01913;2022-06-22;C001;P010;5
V01914;2024-11-14;C003;P004;1
V01915;2024-03-17;C009;P003;5
V01916;2024-01-12;C009;P006;5
V01917;2024-01-11;C007;P003;2
V01918;2022-05-04;C007;P009;5
V01919;2023-09-13;C002;P003;4
V01920;2023-08-11;C007;P007;2
V01921;2023-06-06;C009;P008;1
V01922;2023-09-08;C001;P002;3
V01923;2022-03-16;C002;P003;5
V01924;2024-06-22;C010;P007;4
V01925;2024-06-02;C010;P010;2
V01926;2024-03-12;C001;P004;1
V01927;2023-02-07;C004;P008;3
V01928;2023-09-20;C005;P010;3
V01929;2023-01-22;C003;P005;1
V01930;2023-04-06;C002;P010;5
V01931;2024-05-03;C004;P010;3
V01932;2023-12-06;C005;P010;3
V01933;2022-01-18;C009;P006;3
V01934;2023-09-12;C006;P003;5
V01935;2024-02-11;C005;P003;4
V01936;2022-12-09;C009;P006;5
V01937;2024-07-18;C005;P003;1
V01938;2023-01-24;C003;P010;4
V01939;2022-09-23;C001;P007;2
V01940;2022-12-12;C004;P005;3
V01941;2024-02-29;C006;P005;1
V01942;2022-10-03;C004;P005;5
V01943;2024-06-07;C002;P009;5
V01944;2022-08-29;C007;P005;1
V01945;2022-07-01;C001;P004;4
V01946;2023-08-29;C008;P007;5
V01947;2022-10-28;C010;P009;4
V01948;2023-06-08;C002;P007;3
V01949;2023-03-20;C008;P009;1
V01950;2024-04-21;C010;P002;2
V01951;2022-10-09;C002;P002;1
V01952;2023-12-05;C004;P002;3
V01953;2023-10-19;C009;P005;4
V01954;2023-06-30;C007;P004;3
V01955;2022-11-06;C001;P004;5
V01956;2022-07-27;C002;P001;3
V01957;2024-11-20;C006;P007;5
V01958;2024-11-17;C008;P005;2
V01959;2022-03-22;C002;P001;5
V01960;2024-12-29;C002;P010;1
V01961;2024-10-06;C008;P009;5
V01962;2022-07-20;C002;P001;3
V01963;2024-04-14;C004;P006;2
V01964;2022-10-30;C003;P009;4
V01965;2023-05-07;C002;P008;2
V01966;2023-09-30;C010;P008;1
V01967;2022-06-23;C005;P002;3
V01968;2024-02-18;C001;P006;3
V01969;2023-06-24;C003;P006;3
V01970;2023-03-28;C005;P006;5
V01971;2023-02-16;C008;P010;2
V01972;2023-11-25;C001;P001;2
V01973;2023-05-06;C003;P007;5
V01974;2022-10-02;C009;P003;2
V01975;2023-07-31;C009;P008;4
V01976;2024-08-01;C002;P009;1
V01977;2023-01-18;C005;P008;5
V01978;2024-01-19;C002;P010;3
V01979;2022-04-28;C002;P001;3
V01980;2024-01-17;C003;P003;1
V01981;2024-12-24;C009;P006;4
V01982;2023-04-29;C008;P010;2
V01983;2023-04-06;C005;P002;5
V01984;2023-05-18;C006;P003;3
V01985;2023-06-18;C003;P001;4
V01986;2023-02-19;C008;P005;4
V01987;2022-03-13;C002;P007;1
V01988;2023-05-09;C010;P004;2
V01989;2022-06-08;C004;P008;1
V01990;2022-06-11;C007;P003;4
V01991;2024-01-20;C008;P002;1
V01992;2024-12-19;C009;P007;3
V01993;2024-10-19;C006;P003;2
V01994;2024-04-10;C008;P007;4
V01995;2022-02-27;C007;P007;5
V01996;2024-02-05;C005;P001;3
V01997;2023-07-01;C007;P004;2
V01998;2024-01-28;C004;P003;1
V01999;2024-08-14;C010;P004;3
V02000;2024-03-10;C002;P006;3
V02001;2023-07-05;C004;P009;3
V02002;2024-10-19;C009;P005;3
V02003;2023-11-09;C002;P002;2
V02004;2024-07-17;C001;P009;3
V02005;2024-04-02;C008;P001;3
V02006;2023-07-04;C005;P003;3
V02007;2023-11-19;C010;P010;1
V02008;2023-02-13;C002;P006;4
V02009;2024-01-09;C007;P006;5
V02010;2023-05-07;C002;P010;5
V02011;2024-06-13;C010;P010;4
V02012;2024-01-30;C005;P010;4
V02013;2024-08-25;C003;P008;4
V02014;2023-07-09;C004;P008;5
V02015;2024-03-15;C003;P004;5
V02016;2024-03-02;C002;P008;5
V02017;2024-10-26;C006;P010;5
V02018;2024-02-22;C005;P004;2
V02019;2022-05-11;C001;P010;2
V02020;2024-06-01;C002;P006;1
V02021;2023-03-04;C004;P008;1
V02022;2023-07-29;C002;P010;1
V02023;2022-09-17;C006;P006;4
V02024;2022-06-11;C004;P006;2
V02025;2022-12-29;C006;P002;1
V02026;2023-12-04;C001;P010;3
V02027;2023-08-08;C007;P003;1
V02028;2024-01-28;C010;P005;5
V02029;2022-02-15;C007;P008;3
V02030;2022-01-17;C003;P005;4
V02031;2023-11-12;C007;P002;1
V02032;2023-09-20;C002;P002;1
V02033;2024-11-06;C007;P002;2
V02034;2022-06-29;C009;P008;3
V02035;2023-12-01;C005;P004;4
V02036;2023-01-15;C006;P007;1
V02037;2024-03-28;C006;P008;4
V02038;2022-10-20;C003;P001;3
V02039;2023-10-24;C006;P004;4
V02040;2024-01-31;C003;P009;5
V02041;2024-02-20;C008;P007;1
V02042;2024-03-24;C005;P003;3
V02043;2023-09-11;C002;P006;1
V02044;2024-07-03;C001;P007;1
V02045;2023-01-08;C003;P008;3
V02046;2022-08-20;C006;P007;5
V02047;2023-05-06;C005;P002;4
V02048;2022-01-28;C008;P002;4
V02049;2024-07-17;C002;P003;4
V02050;2023-07-20;C008;P006;1
V02051;2022-10-07;C010;P009;5
V02052;2023-05-06;C009;P005;4
V02053;2024-01-24;C010;P003;3
V02054;2022-09-01;C010;P004;3
V02055;2023-06-29;C005;P004;2
V02056;2023-01-07;C009;P001;4
V02057;2024-02-28;C009;P001;2
V02058;2022-09-08;C006;P009;3
V02059;2023-08-09;C007;P001;3
V02060;2022-04-18;C007;P006;4
V02061;2023-06-27;C010;P007;1
V02062;2023-02-05;C005;P004;3
V02063;2023-05-23;C009;P001;5
V02064;2022-11-19;C010;P009;5
V02065;2024-04-30;C010;P003;4
V02066;2022-08-27;C004;P010;4
V02067;2023-09-09;C001;P003;1
V02068;2023-10-11;C001;P005;1
V02069;2023-09-25;C006;P009;1
V02070;2023-03-14;C002;P003;1
V02071;2022-04-25;C010;P009;5
V02072;2024-07-16;C006;P008;4
V02073;2024-04-25;C007;P004;4
V02074;2023-03-27;C008;P003;1
V02075;2024-07-26;C006;P002;2
V02076;2023-04-08;C007;P001;2
V02077;2022-08-02;C004;P008;2
V02078;2022-02-07;C006;P009;3
V02079;2022-03-03;C006;P009;4
V02080;2024-12-29;C009;P004;1
V02081;2022-09-07;C005;P002;3
V02082;2024-10-12;C003;P003;3
V02083;2024-12-23;C003;P008;2
V02084;2023-12-31;C008;P004;1
V02085;2022-12-09;C002;P007;4
V02086;2022-10-18;C008;P006;2
V02087;2022-09-04;C003;P005;2
V02088;2022-06-12;C007;P009;3
V02089;2024-01-25;C007;P006;4
V02090;2024-07-03;C003;P003;4
V02091;2022-07-09;C006;P003;5
V02092;2023-07-30;C007;P001;5
V02093;2023-10-14;C006;P008;5
V02094;2022-11-17;C001;P003;4
V02095;2023-03-05;C005;P001;3
V02096;2024-01-13;C007;P002;5
V02097;2023-07-27;C001;P010;1
V02098;2022-12-27;C008;P008;2
V02099;2024-06-05;C001;P001;1
V02100;2024-11-01;C001;P009;3
V02101;2024-08-01;C002;P005;2
V02102;2023-06-16;C005;P003;5
V02103;2023-07-01;C005;P009;1
V02104;2024-10-17;C002;P008;4
V02105;2022-04-10;C004;P005;4
V02106;2022-08-19;C001;P002;5
V02107;2024-10-15;C007;P007;5
V02108;2023-02-02;C009;P003;5
V02109;2022-12-02;C007;P008;5
V02110;2022-02-21;C003;P010;5
V02111;2024-12-19;C005;P007;2
V02112;2024-04-21;C001;P004;3
V02113;2023-12-01;C009;P007;4
V02114;2022-10-30;C008;P006;5
V02115;2023-04-01;C002;P002;2
V02116;2024-06-29;C001;P003;3
V02117;2024-08-05;C001;P010;4
V02118;2024-07-16;C007;P006;1
V02119;2022-09-28;C007;P006;3
V02120;2024-05-30;C009;P006;5
V02121;2024-03-30;C010;P002;1
V02122;2023-10-26;C001;P001;1
V02123;2024-04-12;C005;P001;2
V02124;2023-01-21;C002;P006;1
V02125;2023-02-04;C008;P002;1
V02126;2024-08-16;C003;P001;5
V02127;2022-01-07;C009;P009;4
V02128;2022-08-17;C003;P002;3
V02129;2023-07-25;C001;P010;2
V02130;2022-05-07;C008;P005;2
V02131;2022-04-06;C007;P009;2
V02132;2024-01-02;C003;P005;1
V02133;2022-11-09;C004;P003;3
V02134;2024-06-18;C009;P003;3
V02135;2022-05-09;C002;P007;4
V02136;2022-02-20;C002;P003;3
V02137;2024-01-23;C006;P004;1
V02138;2023-10-29;C003;P001;5
V02139;2024-11-29;C003;P001;1
V02140;2022-04-04;C004;P004;2
V02141;2022-03-16;C003;P007;4
V02142;2022-02-21;C009;P001;3
V02143;2022-11-08;C003;P008;5
V02144;2024-09-17;C003;P003;1
V02145;2022-12-31;C003;P003;4
V02146;2022-09-20;C009;P004;1
V02147;2022-05-15;C003;P006;1
V02148;2023-09-26;C005;P001;2
V02149;2023-01-17;C001;P003;3
V02150;2023-10-17;C009;P009;2
V02151;2024-08-06;C005;P004;4
V02152;2023-02-04;C008;P001;3
V02153;2022-09-03;C006;P004;2
V02154;2024-05-21;C003;P005;2
V02155;2022-02-24;C009;P003;3
V02156;2023-09-09;C004;P005;4
V02157;2023-04-10;C006;P004;4
V02158;2022-09-10;C010;P008;3
V02159;2023-03-22;C010;P006;1
V02160;2024-03-26;C010;P004;3
V02161;2024-12-19;C005;P010;2
V02162;2022-06-27;C001;P002;4
V02163;2024-10-09;C001;P007;2
V02164;2022-12-03;C005;P010;3
V02165;2022-03-13;C002;P003;1
V02166;2023-02-11;C001;P009;2
V02167;2022-09-07;C009;P001;2
V02168;2023-02-10;C005;P010;1
V02169;2024-02-14;C008;P002;1
V02170;2023-12-10;C010;P007;3
V02171;2023-12-20;C002;P007;3
V02172;2022-11-12;C004;P004;1
V02173;2024-11-27;C006;P002;1
V02174;2024-03-11;C002;P007;1
V02175;2022-12-27;C002;P007;5
V02176;2022-02-24;C004;P010;1
V02177;2023-01-17;C006;P007;2
V02178;2024-09-19;C001;P009;1
V02179;2023-05-20;C006;P008;4
V02180;2023-12-06;C004;P005;1
V02181;2022-09-19;C006;P001;4
V02182;2024-02-04;C008;P004;1
V02183;2023-12-23;C003;P004;2
V02184;2023-03-13;C003;P001;4
V02185;2023-04-26;C009;P005;5
V02186;2022-10-31;C010;P006;2
V02187;2022-12-13;C003;P005;1
V02188;2022-11-05;C001;P005;1
V02189;2024-06-25;C007;P002;3
V02190;2023-04-10;C005;P001;2
V02191;2023-01-25;C002;P007;2
V02192;2024-12-05;C006;P002;1
V02193;2022-12-23;C008;P007;3
V02194;2022-01-03;C009;P007;3
V02195;2023-08-12;C001;P005;2
V02196;2024-01-15;C010;P010;4
V02197;2024-08-28;C008;P008;4
V02198;2023-03-31;C009;P001;2
V02199;2023-12-27;C004;P001;3
V02200;2023-04-07;C001;P009;2
V02201;2022-09-22;C003;P005;5
V02202;2023-04-10;C009;P005;3
V02203;2024-05-16;C001;P006;2
V02204;2024-05-24;C002;P009;3
V02205;2022-06-28;C001;P001;4
V02206;2024-11-04;C005;P002;1
V02207;2023-12-18;C002;P006;1
V02208;2022-03-13;C010;P002;4
V02209;2024-08-19;C005;P008;1
V02210;2024-03-24;C006;P007;3
V02211;2022-07-07;C004;P005;5
V02212;2022-04-11;C005;P003;5
V02213;2024-07-29;C002;P010;5
V02214;2022-04-04;C010;P007;3
V02215;2024-11-13;C006;P003;3
V02216;2023-01-19;C003;P009;2
V02217;2024-03-07;C009;P001;4
V02218;2024-10-16;C002;P010;1
V02219;2022-09-05;C005;P003;5
V02220;2024-11-01;C005;P005;3
V02221;2022-11-21;C008;P002;3
V02222;2023-02-14;C009;P002;3
V02223;2024-02-20;C007;P006;2
V02224;2022-03-21;C008;P001;4
V02225;2022-07-22;C005;P006;3
V02226;2022-01-29;C003;P001;5
V02227;2024-10-03;C009;P010;2
V02228;2022-09-13;C001;P007;4
V02229;2022-11-16;C003;P010;5
V02230;2024-03-22;C002;P010;2
V02231;2022-07-24;C009;P007;5
V02232;2023-12-27;C009;P002;3
V02233;2023-04-01;C010;P004;1
V02234;2023-01-10;C004;P002;5
V02235;2022-07-03;C001;P006;1
